"n","scheme","nu","p","q","test","power","se","crit","R0","R1"
50,"fourth root",0.1,2,2,"Hoeffding",1,0,0.0205702863939285,10000,10000
50,"fourth root",0.1,2,2,"dCov",1,0,0.327475517504917,10000,10000
50,"fourth root",0.1,2,2,"HHG",1,0,3465.76430978421,10000,10000
50,"fourth root",0.1,2,2,"Genest",1,0,0.0570247182222214,10000,10000
50,"fourth root",0.1,2,2,"MIC",1,0,0.398883278478151,10000,10000
50,"fourth root",0.1,2,1,"B_n",1,0,5.93065017102714,10000,10000
50,"fourth root",0.1,2,1,"P_n",1,0,5.92736980288468,10000,10000
50,"fourth root",0.1,2,1,"Hoeffding",1,0,0.0204039626951613,10000,10000
50,"fourth root",0.1,2,1,"dCov",1,0,0.323950574883985,10000,10000
50,"fourth root",0.1,2,1,"HHG",1,0,3456.82891198584,10000,10000
50,"fourth root",0.1,2,1,"Genest",1,0,0.0564237262222216,10000,10000
50,"fourth root",0.1,2,1,"MIC",1,0,0.401571249544519,10000,10000
50,"fourth root",0.2,2,2,"B_n",1,0,9.38565774427881,10000,10000
50,"fourth root",0.2,2,2,"P_n",1,0,9.34580475292062,10000,10000
50,"fourth root",0.2,2,2,"Hoeffding",1,0,0.0210587324661594,10000,10000
50,"fourth root",0.2,2,2,"dCov",1,0,0.329223632396748,10000,10000
50,"fourth root",0.2,2,2,"HHG",1,0,3423.92509192091,10000,10000
50,"fourth root",0.2,2,2,"Genest",1,0,0.0576070222222219,10000,10000
50,"fourth root",0.2,2,2,"MIC",0.9995,0.000223550889061069,0.40004041356745,10000,10000
50,"fourth root",0.2,2,1,"B_n",1,0,5.86101435376115,10000,10000
50,"fourth root",0.2,2,1,"P_n",1,0,5.86202281211681,10000,10000
50,"fourth root",0.2,2,1,"Hoeffding",1,0,0.0201664416923106,10000,10000
50,"fourth root",0.2,2,1,"dCov",1,0,0.324549966370418,10000,10000
50,"fourth root",0.2,2,1,"HHG",1,0,3438.82022019076,10000,10000
50,"fourth root",0.2,2,1,"Genest",1,0,0.056704222222222,10000,10000
50,"fourth root",0.2,2,1,"MIC",0.9993,0.000264482513599677,0.4,10000,10000
50,"fourth root",0.3,2,2,"B_n",0.9996,0.000199959995999189,9.4722598884741,10000,10000
50,"fourth root",0.3,2,2,"P_n",0.9996,0.000199959995999189,9.40460824629457,10000,10000
50,"fourth root",0.3,2,2,"Hoeffding",0.9994,0.000244875478560032,0.0210554522456531,10000,10000
50,"fourth root",0.3,2,2,"dCov",1,0,0.32730664002305,10000,10000
50,"fourth root",0.3,2,2,"HHG",0.9986,0.000373903730925483,3448.11549175099,10000,10000
50,"fourth root",0.3,2,2,"Genest",0.9997,0.000173179098045915,0.0575253742222209,10000,10000
50,"fourth root",0.3,2,2,"MIC",0.9605,0.00194781287602275,0.401925020811018,10000,10000
50,"fourth root",0.3,2,1,"B_n",0.9998,0.0001414072133945,6.08553525748523,10000,10000
50,"fourth root",0.3,2,1,"P_n",0.9998,0.0001414072133945,6.07236889917108,10000,10000
50,"fourth root",0.3,2,1,"Hoeffding",0.9994,0.000244875478560032,0.0208988748135701,10000,10000
50,"fourth root",0.3,2,1,"dCov",0.9999,9.99949998749882e-05,0.331024764158821,10000,10000
50,"fourth root",0.3,2,1,"HHG",0.9983,0.000411959949509662,3474.09253115048,10000,10000
50,"fourth root",0.3,2,1,"Genest",0.9997,0.000173179098045915,0.0573606222222196,10000,10000
50,"fourth root",0.3,2,1,"MIC",0.9618,0.00191678793819243,0.401925020811018,10000,10000
50,"fourth root",0.4,2,2,"B_n",0.9814,0.0013510751274448,9.63728967806819,10000,10000
50,"fourth root",0.4,2,2,"P_n",0.9804,0.00138621210498249,9.55187059370016,10000,10000
50,"fourth root",0.4,2,2,"Hoeffding",0.9888,0.00105235735375394,0.0208480903924937,10000,10000
50,"fourth root",0.4,2,2,"dCov",0.9944,0.00074623320751626,0.331501732374406,10000,10000
50,"fourth root",0.4,2,2,"HHG",0.9683,0.00175200199771575,3462.5929199956,10000,10000
50,"fourth root",0.4,2,2,"Genest",0.9909,0.000949588858401361,0.0579122862222225,10000,10000
50,"fourth root",0.4,2,2,"MIC",0.822,0.0038251274488571,0.398882132906445,10000,10000
50,"fourth root",0.4,2,1,"B_n",0.9908,0.000954743944730732,5.93407993746615,10000,10000
50,"fourth root",0.4,2,1,"P_n",0.9908,0.000954743944730732,5.93058583366858,10000,10000
50,"fourth root",0.4,2,1,"Hoeffding",0.9897,0.00100964894889263,0.0203615322169571,10000,10000
50,"fourth root",0.4,2,1,"dCov",0.9952,0.000691155554126568,0.328095083219114,10000,10000
50,"fourth root",0.4,2,1,"HHG",0.97,0.0017058722109232,3414.41160498755,10000,10000
50,"fourth root",0.4,2,1,"Genest",0.9917,0.000907254650029416,0.057077310222221,10000,10000
50,"fourth root",0.4,2,1,"MIC",0.8088,0.0039324618243538,0.401925020811018,10000,10000
50,"fourth root",0.5,2,2,"B_n",0.9124,0.00282712291915297,9.45192966762995,10000,10000
50,"fourth root",0.5,2,2,"P_n",0.9114,0.00284165515149182,9.38831744268845,10000,10000
50,"fourth root",0.5,2,2,"Hoeffding",0.947,0.00224033479640879,0.0203337329381336,10000,10000
50,"fourth root",0.5,2,2,"dCov",0.968,0.00176,0.327104000132901,10000,10000
50,"fourth root",0.5,2,2,"HHG",0.8699,0.00336413421254266,3453.32184560308,10000,10000
50,"fourth root",0.5,2,2,"Genest",0.9528,0.00212066404694379,0.0572276142222221,10000,10000
50,"fourth root",0.5,2,2,"MIC",0.6252,0.00484071234427331,0.400715506462866,10000,10000
50,"fourth root",0.5,2,1,"B_n",0.9457,0.00226608715631151,6.13230253502152,10000,10000
50,"fourth root",0.5,2,1,"P_n",0.9457,0.00226608715631151,6.11605727440113,10000,10000
50,"fourth root",0.5,2,1,"Hoeffding",0.9475,0.00223033069296909,0.0203478685646321,10000,10000
50,"fourth root",0.5,2,1,"dCov",0.9701,0.00170311449996763,0.324946503727045,10000,10000
50,"fourth root",0.5,2,1,"HHG",0.8682,0.00338273203195287,3474.03606745862,10000,10000
50,"fourth root",0.5,2,1,"Genest",0.9559,0.0020531729103999,0.0560832942222202,10000,10000
50,"fourth root",0.5,2,1,"MIC",0.626,0.00483863617148469,0.401552683451007,10000,10000
50,"fourth root",0.6,2,2,"B_n",0.7885,0.00408372072992265,9.46942967280747,10000,10000
50,"fourth root",0.6,2,2,"P_n",0.7876,0.00409006405817806,9.36427512835618,10000,10000
50,"fourth root",0.6,2,2,"Hoeffding",0.8582,0.00348844893899853,0.0204314315920633,10000,10000
50,"fourth root",0.6,2,2,"dCov",0.8908,0.00311889980602135,0.32963119375428,10000,10000
50,"fourth root",0.6,2,2,"HHG",0.7329,0.00442445013532755,3443.29799621989,10000,10000
50,"fourth root",0.6,2,2,"Genest",0.8704,0.00335862829143089,0.0574295502222204,10000,10000
50,"fourth root",0.6,2,2,"MIC",0.4707,0.00499140771726774,0.398885057752337,10000,10000
50,"fourth root",0.6,2,1,"B_n",0.8607,0.00346259310344141,6.08821431588142,10000,10000
50,"fourth root",0.6,2,1,"P_n",0.8607,0.00346259310344141,6.07487276849977,10000,10000
50,"fourth root",0.6,2,1,"Hoeffding",0.8605,0.00346467530946263,0.0209995469047933,10000,10000
50,"fourth root",0.6,2,1,"dCov",0.9002,0.00299733147983335,0.328330032854403,10000,10000
50,"fourth root",0.6,2,1,"HHG",0.7382,0.00439614330976596,3460.37043235346,10000,10000
50,"fourth root",0.6,2,1,"Genest",0.877,0.00328437208610718,0.0572761262222207,10000,10000
50,"fourth root",0.6,2,1,"MIC",0.4632,0.00498643921049881,0.4,10000,10000
50,"fourth root",0.7,2,2,"B_n",0.6477,0.00477686832558738,9.42836736128565,10000,10000
50,"fourth root",0.7,2,2,"P_n",0.6444,0.0047869472526862,9.3781634966543,10000,10000
50,"fourth root",0.7,2,2,"Hoeffding",0.7464,0.00435071304500768,0.0206996545149049,10000,10000
50,"fourth root",0.7,2,2,"dCov",0.7928,0.00405300086355777,0.329397626169053,10000,10000
50,"fourth root",0.7,2,2,"HHG",0.5873,0.00492319723350589,3453.83920405474,10000,10000
50,"fourth root",0.7,2,2,"Genest",0.7639,0.00424684341599735,0.0574059502222216,10000,10000
50,"fourth root",0.7,2,2,"MIC",0.3466,0.00475887003394713,0.399905118770584,10000,10000
50,"fourth root",0.7,2,1,"B_n",0.7264,0.0044580605648645,6.13759976677315,10000,10000
50,"fourth root",0.7,2,1,"P_n",0.7264,0.0044580605648645,6.1210029415035,10000,10000
50,"fourth root",0.7,2,1,"Hoeffding",0.7375,0.00439992897669951,0.0208005625932149,10000,10000
50,"fourth root",0.7,2,1,"dCov",0.7826,0.00412476956932142,0.330655221349206,10000,10000
50,"fourth root",0.7,2,1,"HHG",0.5845,0.00492808025502832,3470.1286867613,10000,10000
50,"fourth root",0.7,2,1,"Genest",0.7542,0.00430560518394337,0.0578658702222214,10000,10000
50,"fourth root",0.7,2,1,"MIC",0.3426,0.0047457901344244,0.403001742841777,10000,10000
50,"fourth root",0.8,2,2,"B_n",0.527,0.00499270467782744,9.60705170175503,10000,10000
50,"fourth root",0.8,2,2,"P_n",0.5226,0.00499488978857392,9.51233834772534,10000,10000
50,"fourth root",0.8,2,2,"Hoeffding",0.6285,0.0048320570153921,0.0219903386886669,10000,10000
50,"fourth root",0.8,2,2,"dCov",0.6741,0.00468710134304775,0.334807788330366,10000,10000
50,"fourth root",0.8,2,2,"HHG",0.4724,0.0049923765883595,3491.95507172792,10000,10000
50,"fourth root",0.8,2,2,"Genest",0.6411,0.00479677798110357,0.0602815022222252,10000,10000
50,"fourth root",0.8,2,2,"MIC",0.2597,0.00438469964763836,0.403390701029585,10000,10000
50,"fourth root",0.8,2,1,"B_n",0.6383,0.00480492570181892,5.88981829330906,10000,10000
50,"fourth root",0.8,2,1,"P_n",0.6383,0.00480492570181892,5.88906448415547,10000,10000
50,"fourth root",0.8,2,1,"Hoeffding",0.6511,0.00476622271825394,0.019948153637033,10000,10000
50,"fourth root",0.8,2,1,"dCov",0.7028,0.00457025338466042,0.324735064130662,10000,10000
50,"fourth root",0.8,2,1,"HHG",0.491,0.00499918993437937,3439.3594436397,10000,10000
50,"fourth root",0.8,2,1,"Genest",0.6781,0.00467204869409556,0.0557534382222209,10000,10000
50,"fourth root",0.8,2,1,"MIC",0.2746,0.0044631249142277,0.401895984364332,10000,10000
50,"fourth root",0.9,2,2,"B_n",0.4201,0.00493574705591768,9.58710429608069,10000,10000
50,"fourth root",0.9,2,2,"P_n",0.4203,0.00493607040063247,9.44780155863766,10000,10000
50,"fourth root",0.9,2,2,"Hoeffding",0.5455,0.00497925446226641,0.0208222262077819,10000,10000
50,"fourth root",0.9,2,2,"dCov",0.5833,0.00493012281794277,0.330176536000336,10000,10000
50,"fourth root",0.9,2,2,"HHG",0.3862,0.00486877356220229,3461.67528489325,10000,10000
50,"fourth root",0.9,2,2,"Genest",0.561,0.00496265050149615,0.0575006062222233,10000,10000
50,"fourth root",0.9,2,2,"MIC",0.2106,0.00407734766729549,0.401943170437458,10000,10000
50,"fourth root",0.9,2,1,"B_n",0.522,0.00499515765516965,6.10036963475675,10000,10000
50,"fourth root",0.9,2,1,"P_n",0.522,0.00499515765516965,6.08623138316181,10000,10000
50,"fourth root",0.9,2,1,"Hoeffding",0.5331,0.00498903187001246,0.0214274858879722,10000,10000
50,"fourth root",0.9,2,1,"dCov",0.5851,0.00492704769613609,0.330802193135849,10000,10000
50,"fourth root",0.9,2,1,"HHG",0.3862,0.00486877356220229,3454.86346019023,10000,10000
50,"fourth root",0.9,2,1,"Genest",0.5494,0.00497553655398089,0.0583231342222211,10000,10000
50,"fourth root",0.9,2,1,"MIC",0.2226,0.00415991874920653,0.399400293769229,10000,10000
50,"fourth root",1,2,2,"B_n",0.3512,0.00477345325733897,9.46721318865506,10000,10000
50,"fourth root",1,2,2,"P_n",0.3499,0.00476938140642998,9.36686198691831,10000,10000
50,"fourth root",1,2,2,"Hoeffding",0.4479,0.0049727818170517,0.0210841482754063,10000,10000
50,"fourth root",1,2,2,"dCov",0.4914,0.00499926034529109,0.329903585132746,10000,10000
50,"fourth root",1,2,2,"HHG",0.3268,0.00469043452144895,3418.10610470763,10000,10000
50,"fourth root",1,2,2,"Genest",0.4638,0.00498687838231493,0.0579710862222213,10000,10000
50,"fourth root",1,2,2,"MIC",0.1851,0.00388378668312254,0.398861570986803,10000,10000
50,"fourth root",1,2,1,"B_n",0.4571,0.00498156190366034,5.84344598844066,10000,10000
50,"fourth root",1,2,1,"P_n",0.4571,0.00498156190366034,5.84552118111997,10000,10000
50,"fourth root",1,2,1,"Hoeffding",0.4724,0.0049923765883595,0.0201823708206687,10000,10000
50,"fourth root",1,2,1,"dCov",0.5124,0.00499846216350589,0.326943626706477,10000,10000
50,"fourth root",1,2,1,"HHG",0.3239,0.00467962380966676,3448.5979678559,10000,10000
50,"fourth root",1,2,1,"Genest",0.4917,0.00499931105253514,0.0563589262222231,10000,10000
50,"fourth root",1,2,1,"MIC",0.1865,0.00389509627608869,0.398946948171636,10000,10000
50,"fourth root",1.1,2,2,"B_n",0.2928,0.00455047426099742,9.36161735159783,10000,10000
50,"fourth root",1.1,2,2,"P_n",0.2938,0.00455501437977972,9.24836689467052,10000,10000
50,"fourth root",1.1,2,2,"Hoeffding",0.3837,0.00486286242865249,0.020899842360626,10000,10000
50,"fourth root",1.1,2,2,"dCov",0.4203,0.00493607040063247,0.329482272276105,10000,10000
50,"fourth root",1.1,2,2,"HHG",0.2679,0.0044286520522615,3446.94534534038,10000,10000
50,"fourth root",1.1,2,2,"Genest",0.3949,0.00488829203301112,0.0577071182222195,10000,10000
50,"fourth root",1.1,2,2,"MIC",0.151,0.00358048879344706,0.402138032580702,10000,10000
50,"fourth root",1.1,2,1,"B_n",0.3795,0.00485262557797323,5.92305469159532,10000,10000
50,"fourth root",1.1,2,1,"P_n",0.3795,0.00485262557797323,5.92024673199227,10000,10000
50,"fourth root",1.1,2,1,"Hoeffding",0.4072,0.00491312690656368,0.0198223017236497,10000,10000
50,"fourth root",1.1,2,1,"dCov",0.44,0.00496386945839634,0.327540176380382,10000,10000
50,"fourth root",1.1,2,1,"HHG",0.2806,0.00449292376966269,3424.49761051139,10000,10000
50,"fourth root",1.1,2,1,"Genest",0.4212,0.00493751516453367,0.0562545262222209,10000,10000
50,"fourth root",1.1,2,1,"MIC",0.1554,0.00362285577963021,0.399032650972848,10000,10000
50,"fourth root",1.2,2,2,"B_n",0.2679,0.0044286520522615,9.26480669322947,10000,10000
50,"fourth root",1.2,2,2,"P_n",0.2654,0.00441545965897097,9.18704561569117,10000,10000
50,"fourth root",1.2,2,2,"Hoeffding",0.3501,0.0047700103773472,0.020209886914988,10000,10000
50,"fourth root",1.2,2,2,"dCov",0.3813,0.00485705991315734,0.327984856061592,10000,10000
50,"fourth root",1.2,2,2,"HHG",0.2369,0.00425180420527568,3428.33989292988,10000,10000
50,"fourth root",1.2,2,2,"Genest",0.3632,0.00480921781581995,0.0569001902222225,10000,10000
50,"fourth root",1.2,2,2,"MIC",0.1467,0.00353806599712329,0.397886136885265,10000,10000
50,"fourth root",1.2,2,1,"B_n",0.3243,0.00468112710786622,5.97414964241849,10000,10000
50,"fourth root",1.2,2,1,"P_n",0.3243,0.00468112710786622,5.96814106667693,10000,10000
50,"fourth root",1.2,2,1,"Hoeffding",0.3443,0.00475139463736701,0.0208891757443033,10000,10000
50,"fourth root",1.2,2,1,"dCov",0.3793,0.00485212850200817,0.328892739065487,10000,10000
50,"fourth root",1.2,2,1,"HHG",0.2358,0.00424497773845753,3457.27028540003,10000,10000
50,"fourth root",1.2,2,1,"Genest",0.3612,0.0048034837357901,0.0570899662222204,10000,10000
50,"fourth root",1.2,2,1,"MIC",0.133,0.00339574734042449,0.4021863082793,10000,10000
50,"fourth root",1.3,2,2,"B_n",0.2215,0.00415256246190229,9.34733857618185,10000,10000
50,"fourth root",1.3,2,2,"P_n",0.2212,0.00415054887936523,9.27082799892299,10000,10000
50,"fourth root",1.3,2,2,"Hoeffding",0.2964,0.00456669508506973,0.0208624384073703,10000,10000
50,"fourth root",1.3,2,2,"dCov",0.326,0.00468747266658697,0.329979610617588,10000,10000
50,"fourth root",1.3,2,2,"HHG",0.2031,0.00402306338503385,3440.84087605152,10000,10000
50,"fourth root",1.3,2,2,"Genest",0.3084,0.00461832696980194,0.0574605902222205,10000,10000
50,"fourth root",1.3,2,2,"MIC",0.1172,0.00321658452399436,0.403001742841777,10000,10000
50,"fourth root",1.3,2,1,"B_n",0.2825,0.00450215226308485,6.01904441680828,10000,10000
50,"fourth root",1.3,2,1,"P_n",0.2825,0.00450215226308485,6.01018056745277,10000,10000
50,"fourth root",1.3,2,1,"Hoeffding",0.3101,0.00462534312240724,0.0204917734901546,10000,10000
50,"fourth root",1.3,2,1,"dCov",0.3347,0.00471885483989495,0.328019934267901,10000,10000
50,"fourth root",1.3,2,1,"HHG",0.2141,0.00410196526070127,3432.27822578781,10000,10000
50,"fourth root",1.3,2,1,"Genest",0.3196,0.00466321605761517,0.0572434862222211,10000,10000
50,"fourth root",1.3,2,1,"MIC",0.1188,0.00323553025020629,0.401943170437458,10000,10000
50,"fourth root",1.4,2,2,"B_n",0.1951,0.00396277667803776,9.38874059001687,10000,10000
50,"fourth root",1.4,2,2,"P_n",0.1972,0.00397884606387329,9.25793898671741,10000,10000
50,"fourth root",1.4,2,2,"Hoeffding",0.2681,0.0044296996512179,0.0206270412883007,10000,10000
50,"fourth root",1.4,2,2,"dCov",0.2916,0.00454499108910018,0.328555221016485,10000,10000
50,"fourth root",1.4,2,2,"HHG",0.1875,0.003903123748999,3416.04448010985,10000,10000
50,"fourth root",1.4,2,2,"Genest",0.2789,0.00448458236628563,0.057088574222221,10000,10000
50,"fourth root",1.4,2,2,"MIC",0.116,0.00320224920954007,0.399185501085922,10000,10000
50,"fourth root",1.4,2,1,"B_n",0.2488,0.0043231766098553,6.01666975466766,10000,10000
50,"fourth root",1.4,2,1,"P_n",0.2488,0.0043231766098553,6.00795792144542,10000,10000
50,"fourth root",1.4,2,1,"Hoeffding",0.2738,0.00445907568897412,0.0202076686363722,10000,10000
50,"fourth root",1.4,2,1,"dCov",0.2973,0.00457069699280099,0.327836286451187,10000,10000
50,"fourth root",1.4,2,1,"HHG",0.18,0.00384187454245971,3448.67648448729,10000,10000
50,"fourth root",1.4,2,1,"Genest",0.2793,0.00448655223974936,0.05718579022222,10000,10000
50,"fourth root",1.4,2,1,"MIC",0.1014,0.00301857648569653,0.403483876560618,10000,10000
50,"fourth root",1.5,2,2,"B_n",0.1729,0.00378160799131798,9.3652214207379,10000,10000
50,"fourth root",1.5,2,2,"P_n",0.1722,0.00377554181542199,9.2764974001307,10000,10000
50,"fourth root",1.5,2,2,"Hoeffding",0.2371,0.0042530411472263,0.0206852121051936,10000,10000
50,"fourth root",1.5,2,2,"dCov",0.2585,0.0043781017576114,0.329599730825301,10000,10000
50,"fourth root",1.5,2,2,"HHG",0.1618,0.00368267239922315,3458.76422590521,10000,10000
50,"fourth root",1.5,2,2,"Genest",0.2446,0.00429849787716593,0.0573153582222197,10000,10000
50,"fourth root",1.5,2,2,"MIC",0.1046,0.00306037317985895,0.399801997453915,10000,10000
50,"fourth root",1.5,2,1,"B_n",0.2273,0.00419087950196614,5.92343393401298,10000,10000
50,"fourth root",1.5,2,1,"P_n",0.2273,0.00419087950196614,5.92060250237319,10000,10000
50,"fourth root",1.5,2,1,"Hoeffding",0.2367,0.00425056596231608,0.0203281636428854,10000,10000
50,"fourth root",1.5,2,1,"dCov",0.257,0.00436979404549002,0.329979260638625,10000,10000
50,"fourth root",1.5,2,1,"HHG",0.1606,0.00367161599299273,3436.00636580991,10000,10000
50,"fourth root",1.5,2,1,"Genest",0.2494,0.00432665737030332,0.057043950222221,10000,10000
50,"fourth root",1.5,2,1,"MIC",0.1057,0.00307453264741164,0.399519199129158,10000,10000
50,"fourth root",1.6,2,2,"B_n",0.1549,0.00361809328237955,9.48593510076932,10000,10000
50,"fourth root",1.6,2,2,"P_n",0.1532,0.00360180177133612,9.40852284722892,10000,10000
50,"fourth root",1.6,2,2,"Hoeffding",0.2109,0.00407947533391244,0.0209217655609885,10000,10000
50,"fourth root",1.6,2,2,"dCov",0.2308,0.00421344704487905,0.329121248834378,10000,10000
50,"fourth root",1.6,2,2,"HHG",0.1424,0.003494599261718,3467.74862711298,10000,10000
50,"fourth root",1.6,2,2,"Genest",0.2229,0.00416191770701921,0.057282286222222,10000,10000
50,"fourth root",1.6,2,2,"MIC",0.0926,0.00289871074790156,0.401571249544519,10000,10000
50,"fourth root",1.6,2,1,"B_n",0.1916,0.00393559957312733,6.1269966083759,10000,10000
50,"fourth root",1.6,2,1,"P_n",0.1916,0.00393559957312733,6.11110286027792,10000,10000
50,"fourth root",1.6,2,1,"Hoeffding",0.2115,0.00408372072992265,0.0212043836961241,10000,10000
50,"fourth root",1.6,2,1,"dCov",0.2334,0.00422994609894736,0.329862132122511,10000,10000
50,"fourth root",1.6,2,1,"HHG",0.1448,0.00351899076440959,3468.00148593436,10000,10000
50,"fourth root",1.6,2,1,"Genest",0.216,0.00411514276787574,0.0579657422222203,10000,10000
50,"fourth root",1.6,2,1,"MIC",0.0974,0.00296501669472534,0.400646600293779,10000,10000
50,"fourth root",1.7,2,2,"B_n",0.1363,0.00343106849246703,9.54470509575761,10000,10000
50,"fourth root",1.7,2,2,"P_n",0.1376,0.00344479665582745,9.40807457209853,10000,10000
50,"fourth root",1.7,2,2,"Hoeffding",0.2048,0.00403555398923122,0.0199225490381166,10000,10000
50,"fourth root",1.7,2,2,"dCov",0.2141,0.00410196526070127,0.327254985402861,10000,10000
50,"fourth root",1.7,2,2,"HHG",0.1385,0.00345424014799203,3432.32031721783,10000,10000
50,"fourth root",1.7,2,2,"Genest",0.2005,0.00400374512175788,0.0573626222222199,10000,10000
50,"fourth root",1.7,2,2,"MIC",0.0901,0.00286324972714571,0.4,10000,10000
50,"fourth root",1.7,2,1,"B_n",0.1797,0.00383937377706313,6.04719012260149,10000,10000
50,"fourth root",1.7,2,1,"P_n",0.1797,0.00383937377706313,6.03651575451494,10000,10000
50,"fourth root",1.7,2,1,"Hoeffding",0.1927,0.00394419459459089,0.0210634522078952,10000,10000
50,"fourth root",1.7,2,1,"dCov",0.218,0.00412887393849703,0.327791292277415,10000,10000
50,"fourth root",1.7,2,1,"HHG",0.1369,0.00343741748991885,3461.50446696759,10000,10000
50,"fourth root",1.7,2,1,"Genest",0.2019,0.00401417974186508,0.0575772142222204,10000,10000
50,"fourth root",1.7,2,1,"MIC",0.0877,0.00282858109305708,0.401261187929527,10000,10000
50,"fourth root",1.8,2,2,"B_n",0.1295,0.00335752513021124,9.59859706185089,10000,10000
50,"fourth root",1.8,2,2,"P_n",0.1297,0.00335973079278683,9.46617289642137,10000,10000
50,"fourth root",1.8,2,2,"Hoeffding",0.178,0.0038251274488571,0.021256536842304,10000,10000
50,"fourth root",1.8,2,2,"dCov",0.1952,0.00396354588720756,0.330101536790295,10000,10000
50,"fourth root",1.8,2,2,"HHG",0.1285,0.00334645708175079,3450.52758656358,10000,10000
50,"fourth root",1.8,2,2,"Genest",0.1879,0.0039063229513188,0.0575073262222198,10000,10000
50,"fourth root",1.8,2,2,"MIC",0.0873,0.00282274175226853,0.400000165079174,10000,10000
50,"fourth root",1.8,2,1,"B_n",0.1666,0.00372618357035721,5.9952359975162,10000,10000
